,name,address,location,amentities,price,rating,no of reviews,city,Check_in_date,Check_out_date
15,Hotel Skyland,"Shop-Block-H-4th/F-402, Naiya Paradise, Opp. RAF Camp, S.P. Ring Road, Vastral, Ahmedabad, Gujarat, 382418, India","10 km to city centre
9.7 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,198",,,Ahmedabad,12/02/2021,17/02/2021
16,Hotel Shrimad Residency,"26, ISRO Colony Rd, Opp. Karnavati Club, Ramdev Nagar, Ahmedabad, Gujarat, 380015, India","6.4 km to city centre
13 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurant,"Rs3,598",,,Ahmedabad,12/02/2021,17/02/2021
17,Hotel Swell,"Drive In Rd, Vijay Char Rasta, Navrangpura, Ahmedabad, Gujarat, 380014, India","3.0 km to city centre
7.9 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,700",,,Ahmedabad,12/02/2021,17/02/2021
18,hotel suncity,"77, Aamrakunj Avis, Nr Tapovan, Chandkheda, Ahmedabad, Ahmedabad, 382424, India","11 km to city centre
5.1 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs3,004",,,Ahmedabad,12/02/2021,17/02/2021
19,HOTEL APEX,"6th FLOOR , SAHAJANAND TRADE CENTER, ASHRAM ROAD , PALDI, Ahmedabad, 380006, India","0.7 km to city centre
8.1 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurant,"Rs3,370",,,Ahmedabad,12/02/2021,17/02/2021
20,Hotel Safar,"Hansalpur Chowkdi, Nr. Essar Petrol Pump/ONGC, Ahmedabad, Gujarat, 384001, India","1.4 km to city centre
6.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs1,798",,,Ahmedabad,12/02/2021,17/02/2021
21,Hotel Safar,"Hansalpur Chowkdi, Nr. Essar Petrol Pump/ONGC, Ahmedabad, Gujarat, 384001, India","1.4 km to city centre
6.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs1,798",,,Ahmedabad,12/02/2021,17/02/2021
22,The Grand Vinayak Hotel,"S.P. Ring Road, Odhav Circle, Ahmedabad, Gujurat, 382415, India","11 km to city centre
7.6 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurant,"Rs7,200",,,Ahmedabad,12/02/2021,17/02/2021
23,Hotel Seven,"1st floor,kasturbhai chamber,nr.gandhi, nagar ashram,shubhas brigde circle, Ahmedabad, 380027, India","4.7 km to city centre
4.1 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs3,600",,,Ahmedabad,12/02/2021,17/02/2021
24,Hotel New Pathik,"4th Floor, Plot 5, Bopal - Ghuma Rd., Opp. Umiya Mataji Temple, Ahmedabad, Gujarat, 380058, India","11 km to city centre
16 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,398",,,Ahmedabad,12/02/2021,17/02/2021
25,Hotel Sparsh Inn - Chandkheda,"5th Floor, Sparsh Arcade, near Bagga Hyundai showroom, chandkheda, Ahmedabad, Gujarat, 382424, India","12 km to city centre
7.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurant,"Rs2,158",,,Ahmedabad,12/02/2021,17/02/2021
26,Hotel Signature Inn,"A-108, Signature 2, Near Sanand, Chokdi, Sanand Road, Sarkhej, Ahmedabad, Gujarat, 382210, India","8.9 km to city centre
16 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,398",,,Ahmedabad,12/02/2021,17/02/2021
27,Hotel darshan naroda,"S.P.Ring Road Near Ranasan, Muthiya, Naroda, Ahmedabad, Gujarat, 382330, India","14 km to city centre
7.4 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurant,"Rs3,600",,,Ahmedabad,12/02/2021,17/02/2021
28,Hotel Jalsa Palace,"3rd floor, Vitthal Plaza, Opp. Geb, office, Dehgam road, Nava Naroda, Ahmedabad, Gujarat, 382330, India","12 km to city centre
5.4 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,598",,,Ahmedabad,12/02/2021,17/02/2021
29,Riverview Hotel,"Nr. Sakar VII, Nr. Nehru Bridge Corner, Ashram Road, Ahmedabad, Gujrarat, 380009, India","0.5 km to city centre
7.1 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferGymRestaurantBarMeeting Facilities,"Rs4,048","Good 7.8
7 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
30,bloomSuites | Ahmedabad,"Surdhara circle ahmedabad, Ahmedabad, GJ, 380052, India","5.7 km to city centre
9.9 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs6,818","Fabulous 8.6
3 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
31,Hotel Maple View,"401, 4th Floor Neelkanth Paradise, Near Galaxy Cinema N.H. No. 8, Naroda, Ahmedabad, Gujarat, 382330, India","10 km to city centre
3.5 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,518",,,Ahmedabad,12/02/2021,17/02/2021
32,Hotel Maple View,"401, 4th Floor Neelkanth Paradise, Near Galaxy Cinema N.H. No. 8, Naroda, Ahmedabad, Gujarat, 382330, India","10 km to city centre
3.5 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,518",,,Ahmedabad,12/02/2021,17/02/2021
33,Rivera Sarovar Portico - Ahmedabad,"Bhavans College Road,, Sabarmati Riverfront,, Ahmedabad, Gujarat, 380001, India","1.5 km to city centre
6.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferGymRestaurantInternet accessMeeting Facilities,"Rs3,868","Very good 8.2
18 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
34,Wyndham Ahmedabad Shela,"Club O7 Road, Off, Sardar Patel Ring Rd, Shela, Sanand, GJ, 380058, India","12 km to city centre
19 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",PoolFree parkingAirport transferSpaRestaurant,"Rs11,000",,,Ahmedabad,12/02/2021,17/02/2021
35,Novotel Ahmedabad Hotel,"ISKCON Cross Road, S.G. Highway, Next To Wide Angle Cinema, Ahmedabad, Gujarat, 380015, India","6.6 km to city centre
13 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs8,318","Good 7.8
76 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
36,Hotel Anjali Palace,"310, rudrax complex, Behind Chandkheda, Bus Stand, chandkheda, Ahmedabad, Gujarat, 382424, India","10 km to city centre
6.2 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,398",,,Ahmedabad,12/02/2021,17/02/2021
37,The Metropole Hotel,"Near R.T.O. Circle, Subhash Bridge Corner, Ahmedabad, Gujarat, 380 027, India","4.9 km to city centre
3.8 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferGymRestaurantBathtubInternet access,"Rs6,380","Good 7.8
17 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
38,Cambay Sapphire Ahmedabad,"132 ft Ring Road,Adjacent to Jivraj Park, Over-Bridge,Vejalpur Cross Road, Ahmedabad, GJ, 380051, India","4.4 km to city centre
12 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingSpaGymRestaurant,"Rs5,297",,,Ahmedabad,12/02/2021,17/02/2021
39,The Nest Residency,"Near New Civil Hospital Gate No. 6, B/h. Bipin Complex, Asarwa, Ahmedabad, Gujarat, 380016, India","3.9 km to city centre
3.6 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,339",,,Ahmedabad,12/02/2021,17/02/2021
40,Hotel Summit,"Opp-Lal banglow, c.g.road,Navarangpura, Ahmedabad, GJ, 380009, India","1.5 km to city centre
7.9 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurant,"Rs6,282",,,Ahmedabad,12/02/2021,17/02/2021
41,OYO 11610 Hotel Shreenath,"202,203 2nd flr shreenath sarthak, ind park, nikol, odhav ind estate, odhav, Ahmedabad, 382350, India","11 km to city centre
7.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingBathtub,"Rs3,415",,,Ahmedabad,12/02/2021,17/02/2021
42,Hotel Skylon,"Tirthraj Complex, Ahmedabad, GJ, 380006, India","0.1 km to city centre
7.6 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferInternet accessMeeting Facilities,"Rs4,000","2.0
1 Hotels.com guest review",,Ahmedabad,12/02/2021,17/02/2021
43,Hotel Skylon,"Tirthraj Complex, Ahmedabad, GJ, 380006, India","0.1 km to city centre
7.6 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferInternet accessMeeting Facilities,"Rs4,000","2.0
1 Hotels.com guest review",,Ahmedabad,12/02/2021,17/02/2021
44,Hotel Sadbhav,"3rd Floor, Dhanlaxmi Chamber, Shahibaug Road, Ahmedabad, Ahmedabad, 380004, India","3.5 km to city centre
4.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs3,829",,,Ahmedabad,12/02/2021,17/02/2021
45,OYO 10749 Hotel Neelkanth Bliss,"Opposite Ankur School, Near Jain Merchant Five Road, Paldi, Ahmedabad, Gujarat, 380007, India","1.9 km to city centre
9.3 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Bathtub,"Rs4,808","Superb 9.0
2 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
46,Hotel Dream Palace,"3rd floor, Business Point, Near Hanuman Mandir, Narol Circle, Ahmedabad, Gujarat, 382405, India","5.7 km to city centre
11 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,598",,,Ahmedabad,12/02/2021,17/02/2021
47,Hotel Kells,"New York Tower A, Sarkhej - Gandhinagar Hwy, Ahmedabad, Gujarat, 380054, India","6.3 km to city centre
11 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs6,053",,,Ahmedabad,12/02/2021,17/02/2021
48,Ginger Ahmedabad,"Behind Himalaya Mall Drive-In Road, Ahmedabad, Gujarat, 380015, India","4.9 km to city centre
9.6 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferGymRestaurantInternet access,"Rs4,998","5.0
4 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
49,Radisson Blu Hotel Ahmedabad,"Near Panchvati Cross Roads, Off C.G. Road, Ahmedabad, Gujarat, 380006, India","1.4 km to city centre
8.4 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs7,308","Very good 8.0
72 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
50,Ebony Residency,"Near Gurudwara Temple, B/H Apex Heart Institute, S G Highway, Ahmedabad, Gujarat, 380054, India","6.4 km to city centre
11 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferRestaurantBathtubKitchen,"Rs9,800",,,Ahmedabad,12/02/2021,17/02/2021
51,The Grand Eden,"THE GRAND EDEN Nr. Accutest Laboratory, Opp. The Grand Bhagwati S.G.Highway, Ahmedabad, GJ, 380054, India","6.3 km to city centre
11 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferRestaurantMeeting Facilities,"Rs5,400","5.0
2 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
52,Hotel Atithi,"Near Nagri Hospital, Law Garden Road, Ahmedabad, 380006, India","0.7 km to city centre
7.6 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferRestaurant,"Rs4,598",,,Ahmedabad,12/02/2021,17/02/2021
53,The President - A Boutique Hotel,"Off. C.G.Road, Opp. Municipal Market, Navrangpura, Ahmedabad, Gujarat, 380009, India","1.8 km to city centre
7.4 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferGymRestaurantInternet accessMeeting Facilities,"Rs5,063","Fabulous 8.6
3 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
54,The President - A Boutique Hotel,"Off. C.G.Road, Opp. Municipal Market, Navrangpura, Ahmedabad, Gujarat, 380009, India","1.8 km to city centre
7.4 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferGymRestaurantInternet accessMeeting Facilities,"Rs5,063","Fabulous 8.6
3 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
55,Hotel Grand Elegance,"SHILP AARON A-BLOCK.SINDHU BHAVAN ROAD, NEAR PAKWAN CROSS RAOD ,BODAKDEV, Ahmedabad, GJ, 380054, India","6.6 km to city centre
12 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferRestaurantMeeting Facilities,"Rs5,598","Fabulous 8.6
3 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
56,OYO 2591 Hotel Anjani Palace,"Ganesh Plaza Cmplx, 3rd Flr, Nr City Point Rest., Ajit Mill Cross Rd, Ahmedabad, Gujarat, 380023, India","6.2 km to city centre
5.9 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingBathtub,"Rs4,738",,,Ahmedabad,12/02/2021,17/02/2021
57,Hotel Good Night,"Opp. sidi saiyed's Jali, Near Electricity house Lal Darwaja, Ahmedabad, Gujarat, 380001, India","1.1 km to city centre
6.4 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferRestaurant,"Rs2,000","2.0
1 Hotels.com guest review",,Ahmedabad,12/02/2021,17/02/2021
58,FabHotel Summit,"Lal Bunglow, Opp, Chimanlal Girdharlal Rd, Navrangpur, Ahmedabad, 380009, India","1.5 km to city centre
7.9 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs3,148",,,Ahmedabad,12/02/2021,17/02/2021
59,Hotel Silvera Grand,"Near Dehgan Cross Road, Circle, Sardar Patel Ring Rd., Nava Naroda, Ahmedabad, Gujarat, 382330, India","14 km to city centre
7.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurant,"Rs6,878","Good 6.0
2 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
60,Hotel Simba & Restaurant,"Simba House, Sardar Stadium Under Bridge, Navangpura, Ahmedabad, Gujarat, 380009, India","2.0 km to city centre
6.6 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingPet-friendlyRestaurantBarMeeting Facilities,"Rs6,500",,,Ahmedabad,12/02/2021,17/02/2021
61,OYO 26476 Hotel Meridan Palace,"3rd Floor,wastik Business Park, Nr Diamond Masala, Ode Village Rd, Dholka, Gujarat, 382427, India","12 km to city centre
19 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingBathtub,"Rs2,752",,,Ahmedabad,12/02/2021,17/02/2021
62,OYO 26578 Hotel Aashray,"3rd Floor, Apple Plaza Complex, Sarkhej Rajkot NH 8/A Opp. Bavla Gate, Dholka, Gujarat, 382220, India","29 km to city centre
36 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurantBathtubKitchen,"Rs18,878",,,Ahmedabad,12/02/2021,17/02/2021
63,Hotel Gold Leaf Ahmedabad,"4th Fl. Shantanu Complex Nr GNFC Info, Tower Grand Bhagwati Road s.g. Highway, Ahmedabad, Gujarat, 380054, India","4.4 km to city centre
11 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",,"Rs200,000",,,Ahmedabad,12/02/2021,17/02/2021
64,Hotel Hill Park by Sky Stays,"5th Floor,Suryam Trade Centre Nr Torrent, Power Station, Kathwada GIDC, Odhav, Ahmedabad, Gujarat, 382415, India","11 km to city centre
7.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,198",,,Ahmedabad,12/02/2021,17/02/2021
65,Hotel Hill Park by Sky Stays,"5th Floor,Suryam Trade Centre Nr Torrent, Power Station, Kathwada GIDC, Odhav, Ahmedabad, Gujarat, 382415, India","11 km to city centre
7.0 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,198",,,Ahmedabad,12/02/2021,17/02/2021
66,Hotel SN Blu,"Thaltej Marg, Ahmedabad, GJ, 380059, India","5.8 km to city centre
10 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferGymRestaurantBarMeeting Facilities,"Rs6,000",,,Ahmedabad,12/02/2021,17/02/2021
67,Capital O 891 Hotel Kadamb Inn,"3Rd Floor, National Chamber, Nr. City Gold Cinema,Ashram Road, Ahmedabad, Gujarat, 380009, India","1.1 km to city centre
6.8 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingBathtub,"Rs3,222",,,Ahmedabad,12/02/2021,17/02/2021
68,Hotel Palak Palace,"1st Floor, Patel Avenue, Nr. Gurudhwara, Opp.The Grandbhagwati Hotel, Thaltej, Ahmedabad, Gujarat, 380054, India","6.3 km to city centre
11 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs2,398",,,Ahmedabad,12/02/2021,17/02/2021
69,Hotel Naeeka,"Nr. Shahibagh Underbridge, Ahmedabad, Gujarat, 380004, India","4.1 km to city centre
3.6 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferRestaurant,"Rs5,220","Good 6.4
5 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
70,3 By OYO- Nami Residency,"Opp. V S Hospital, Ellisbridge, Ashram Road, Madalpur Gam, Paldi, Ahmedabad, Gujarat, 380006, India","0.3 km to city centre
7.7 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingSpaGymRestaurantBathtub,"Rs5,559",,,Ahmedabad,12/02/2021,17/02/2021
71,Hotel Sunstar Inn,"Chandkheda-Kalol Highway Road, Ahmedabad, Gujarat, 382424, India","10 km to city centre
5.7 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs1,798",,,Ahmedabad,12/02/2021,17/02/2021
72,Hotel Akaibara,"Kadi Road, Opposite Jetro Park, Vitthalapur, Viramgam, Gujarat, 382120, India","64 km to city centre
65 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurantBathtub,"Rs6,944",,,Ahmedabad,12/02/2021,17/02/2021
73,The Ummed Ahmedabad Airport,"Airport Circle, Ahmedabad, Gujarat, 382475, India","8.1 km to city centre
1.2 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs8,599","Good 7.8
43 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
74,OYO 27930 Dev Orchid,"Hathijan Circle, Vinzol, Ahmedabad, Gujarat, 382445, India","11 km to city centre
13 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingBathtub,"Rs2,323",,,Ahmedabad,12/02/2021,17/02/2021
75,Hotel Sunstay,"4th floor samarpan building, off swastika cross road Navarangpura, Ahmedabad, Gujarat, 380009, India","2.1 km to city centre
7.4 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs1,998",,,Ahmedabad,12/02/2021,17/02/2021
76,Hotel Sunstay,"4th floor samarpan building, off swastika cross road Navarangpura, Ahmedabad, Gujarat, 380009, India","2.1 km to city centre
7.4 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs1,998",,,Ahmedabad,12/02/2021,17/02/2021
77,The Fern Ahmedabad,"Near Sola Overbridge, S. G Highway, Ahmedabad, Gujarat, 380054, India","6.8 km to city centre
10 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",PoolFree parkingAirport transferGymRestaurantInternet access,"Rs10,556","Fabulous 8.6
12 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
78,Hotel Flair Inn,"Abhinav Aarcade; Nr- Kothawala Flat, Pritam Nagar, Ashram Road, Paldi, Ahmedabad, Gujarat, 380007, India","0.8 km to city centre
8.2 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parking,"Rs3,200","5.0
2 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
79,Hotel Eden,"NR. GURUDWARA GOVINDDHAM, OPP. AVDESH BUILD., S.G.HIGHWAY, THALTEJ, Ahmedabad, GUJARAT, 380054, India","6.3 km to city centre
11 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferRestaurantMeeting Facilities,"Rs3,800",,,Ahmedabad,12/02/2021,17/02/2021
80,Hotel Ashray Inn Express,"Nr. Ashray Apt, Opp. Forest Nursary, Indira Bridge Circle, Hansol, Ahmedabad, Gujarat, 382475, India","6.2 km to city centre
1.2 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingRestaurant,"Rs4,130","Exceptional 10.0
2 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
81,Fairfield by Marriott Ahmedabad,"Ashram Road, Ahmedabad, Gujrat, 380013, India","3.3 km to city centre
5.5 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingAirport transferGymRestaurantConnecting rooms available,"Rs5,438","Good 7.6
21 Hotels.com guest reviews",,Ahmedabad,12/02/2021,17/02/2021
82,OYO 4161 Hotel Shailly Inn,"Above SBI Vastrapur, Drive In Road, Ahmedabad, Gujarat, 380054, India","4.9 km to city centre
9.7 km to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)",Free parkingBathtub,"Rs18,540",,,Ahmedabad,12/02/2021,17/02/2021
