,name,address,location,amentities,price,rating,no of reviews,city,Check_in_date,Check_out_date
13,Hotel Brij Palace,"69 Main Road,, New Market,Malviya Nagar, Bhopal, 462003, India","0.4 km to city centre
3.9 km to Habibganj Railway Station",Free parking,"Rs2,798",,,Bhopal,12/02/2021,17/02/2021
14,Hotel Park View,"E-4/185, Arera Colony, #10 bus stop, Bhopal, Madhya Pradesh, 462016, India","3.8 km to city centre
0.9 km to Habibganj Railway Station",Free parking,"Rs4,598",,,Bhopal,12/02/2021,17/02/2021
15,OYO 3901 Hotel Ashoka Palace,"192,Zone-Ii M.P. Nagar, Bhopal, Madhya Pradesh, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parkingBathtub,"Rs3,992",,,Bhopal,12/02/2021,17/02/2021
16,OYO 8650 Hotel Johri Residency,"Malviya Nagar, New Market, Bhopal, 462001, India","0.4 km to city centre
4.1 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs4,838",,,Bhopal,12/02/2021,17/02/2021
17,OYO 28247 Hotel SMR Palace,"1, Near Dps Public School, Neelbad, Bhadhbhada Road, Bhopal, Madhya Pradesh, 462044, India","7.1 km to city centre
9.5 km to Habibganj Railway Station",BathtubKitchen,"Rs18,878",,,Bhopal,12/02/2021,17/02/2021
18,Hotel Shree Vatika,"R-51 Zone 1, Near Chetak Bridge, Bhopal, 462011, India","3.1 km to city centre
1.4 km to Habibganj Railway Station",Free parking,"Rs5,557",,,Bhopal,12/02/2021,17/02/2021
19,Hotel Alankar Palace,"241 Near Arya Bhawan Restaurant, Bhopal, MP, 462011, India","3.4 km to city centre
0.6 km to Habibganj Railway Station",Free parkingRestaurant,"Rs4,413","Very good 8.0
1 Hotels.com guest review",,Bhopal,12/02/2021,17/02/2021
20,Hotel Alankar Palace,"241 Near Arya Bhawan Restaurant, Bhopal, MP, 462011, India","3.4 km to city centre
0.6 km to Habibganj Railway Station",Free parkingRestaurant,"Rs4,413","Very good 8.0
1 Hotels.com guest review",,Bhopal,12/02/2021,17/02/2021
21,Hotel K International,"Plot No. 91 Chetak Bridge, Bhopal, MP, 462024, India","3.9 km to city centre
1.1 km to Habibganj Railway Station",Free parkingRestaurant,"Rs7,984",,,Bhopal,12/02/2021,17/02/2021
22,Hotel GK Palace,"Plot No.44, Nr Zone-II, Maharana Pratap Nagar, Bhopal, Madhya Pradesh, 462011, India","3.0 km to city centre
1.1 km to Habibganj Railway Station",Free parkingRestaurant,"Rs4,758",,,Bhopal,12/02/2021,17/02/2021
23,Hotel Midland,"73 b kasturba nagar, near chetak bridge, Bhopal, madhya pradesh, 462023, India","3.6 km to city centre
1.3 km to Habibganj Railway Station",Free parkingRestaurant,"Rs3,996","2.0
1 Hotels.com guest review",,Bhopal,12/02/2021,17/02/2021
24,Hotel Arch Manor Deluxe,"156, Zone II, M.P. Nagar, Behind Sargam Cinema, Off Hoshangabad Rd, Bhopal, Madhya Pradesh, 462011, India","3.2 km to city centre
0.8 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs6,800","Good 7.0
2 Hotels.com guest reviews",,Bhopal,12/02/2021,17/02/2021
25,OYO 24646 Hotel Gaurav Palace,"15, Ram Gopal Maheshwari Marg, Mp Nagar Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh, 462011, India","2.8 km to city centre
1.4 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs3,689",,,Bhopal,12/02/2021,17/02/2021
26,OYO 24172 Hotel Jp Heights,"18, Padmanabh Nagar, Opposite Prabhat Petrol Pump Main Road, Bhopal, Madhya Pradesh, 462023, India","3.1 km to city centre
3.4 km to Habibganj Railway Station",Bathtub,"Rs3,617",,,Bhopal,12/02/2021,17/02/2021
27,Hotel Nirmal Residency,"No.1, Airport Rd, Panchwati Colony, Lalghati, Bhopal, Madhya Pradesh, 462030, India","6.3 km to city centre
10 km to Habibganj Railway Station",Free parkingRestaurant,"Rs6,000",,,Bhopal,12/02/2021,17/02/2021
28,Hotel Avantika By MMR,"28 IQBAL COLONY 80 FEET ROAD, ASHOKA GARDEN, Bhopal, Madhya pradesh, 462023, India","3.3 km to city centre
3.9 km to Habibganj Railway Station",Free parking,"Rs2,594",,,Bhopal,12/02/2021,17/02/2021
29,OYO 8183 Hotel Sandal Wood,"Hotel Sandal Wood,124 Banjari,Kolar Road, in front of Good Shepherd Colony, Bhopal, Madhya Pradesh, 462042, India","6.9 km to city centre
5.6 km to Habibganj Railway Station",Bathtub,"Rs3,428",,,Bhopal,12/02/2021,17/02/2021
30,Hotel Shree Vinayak Palace,"Plot No. 37, Zone-II, Bhopal, Madhya Pradesh, 462011, India","3.2 km to city centre
1.0 km to Habibganj Railway Station",Free parkingRestaurant,"Rs4,598",,,Bhopal,12/02/2021,17/02/2021
31,Hotel Shree Vinayak Palace,"Plot No. 37, Zone-II, Bhopal, Madhya Pradesh, 462011, India","3.2 km to city centre
1.0 km to Habibganj Railway Station",Free parkingRestaurant,"Rs4,598",,,Bhopal,12/02/2021,17/02/2021
32,Hotel Jaishree Palace,"191,BEHIND SARGAM TAKIES, ZONE II, M.P NAGAR, Bhopal, Madhya Pradesh, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parking,"Rs4,398",,,Bhopal,12/02/2021,17/02/2021
33,Capital O 29355 Hotel Oasis Blue,"Near Chetak Bridge Mp Nagar, Bhopal, Madhya Pradesh, 462023, India","3.5 km to city centre
1.3 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs5,242","Very good 8.0
1 Hotels.com guest review",,Bhopal,12/02/2021,17/02/2021
34,Hotel Ganpati,"256 MAHARANA PRATAP NAGAR, NEAR SARGAM CINEMA BHOPAL, Bhopal, MP, 462011, India","3.3 km to city centre
0.6 km to Habibganj Railway Station",Free parkingMeeting Facilities,"Rs5,174",,,Bhopal,12/02/2021,17/02/2021
35,Lals Plaza Hotel,"26 lalwani tower, Near Nadra bus stand, Bhopal, Madhya Pradesh, 462001, India","3.2 km to city centre
6.1 km to Habibganj Railway Station",Free parking,"Rs3,798",,,Bhopal,12/02/2021,17/02/2021
36,Gaurav Hotel,"HAMIDIA ROAD,BHOPAL, Bhopal, Madhya Pradesh, 462001, India","3.2 km to city centre
6.0 km to Habibganj Railway Station",Free parkingAirport transferRestaurant,"Rs10,000",,,Bhopal,12/02/2021,17/02/2021
37,Hotel Shiv Villas,"NH-12, Hoshangabad Road, Mandideep, Raisen, Goharganj, MP, 462046, India","18 km to city centre
15 km to Habibganj Railway Station",Free parkingRestaurantBar,"Rs6,786",,,Bhopal,12/02/2021,17/02/2021
38,Hotel Shagun Palace,"Opposite Brindavan Garden k no 359-4, 359-5 Hoshangabad Road, Bhopal, 462026, India","8.9 km to city centre
5.7 km to Habibganj Railway Station",Free parkingRestaurantBar,"Rs3,978",,,Bhopal,12/02/2021,17/02/2021
39,OYO 11307 Hotel Satya Villas,"Plot 13, Zone-II, Maharana Pratap Nagar, Near Railway Station, Hosangabad Road, Bhopal, Madhya Pradesh, 462011, India","3.1 km to city centre
1.0 km to Habibganj Railway Station",Kitchen,"Rs3,307",,,Bhopal,12/02/2021,17/02/2021
40,OYO 13822 Kolar Hotel,"Kolar Rd. Near Union Bank, Sarvdharm Colony, Bhopal, Madhya Pradesh, 462007, India","5.6 km to city centre
4.4 km to Habibganj Railway Station",Free parkingKitchen,"Rs2,818",,,Bhopal,12/02/2021,17/02/2021
41,Hotel Ganga Regency,"Plot NO. 2 Hamidia road, near Alpana Cineplex., Bhopal, 462001, India","3.1 km to city centre
5.9 km to Habibganj Railway Station",Free parking,"Rs3,600",,,Bhopal,12/02/2021,17/02/2021
42,Hotel Ganga Regency,"Plot NO. 2 Hamidia road, near Alpana Cineplex., Bhopal, 462001, India","3.1 km to city centre
5.9 km to Habibganj Railway Station",Free parking,"Rs3,600",,,Bhopal,12/02/2021,17/02/2021
43,OYO 15259 Smart City,"F-5,6, near Bhopal Station, Platform No.1, Bhopal, Madhya Pradesh, 462023, India","3.6 km to city centre
4.5 km to Habibganj Railway Station",Free parking,"Rs2,638",,,Bhopal,12/02/2021,17/02/2021
44,Hotel Signetic Blue,"R68 Habibganj Rd, Bhopal, MP, 462011, India","3.5 km to city centre
0.6 km to Habibganj Railway Station",Free parkingAirport transferRestaurant,"Rs6,600",,,Bhopal,12/02/2021,17/02/2021
45,Hotel Sangat Regency,"54 Near Manohar Dairy, Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh, 462011, India","3.0 km to city centre
1.5 km to Habibganj Railway Station",Free parking,"Rs4,398",,,Bhopal,12/02/2021,17/02/2021
46,OYO 5839 Hotel Mohit Regency,"Plot No.189-A Near Punjab & Sindh Bank, Zone-Ii M P Nagar, Bhopal, Madhya Pradesh, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parkingBathtub,"Rs3,801",,,Bhopal,12/02/2021,17/02/2021
47,OYO 1547 Hotel The Oasis,"42, Zone-II, M.P.Nagar, Bhopal, 462011, India","3.3 km to city centre
1.0 km to Habibganj Railway Station",Free parkingRestaurantBathtubKitchen,"Rs3,625",,,Bhopal,12/02/2021,17/02/2021
48,OYO 28360 Hotel Rajdeep,"A-19, Indra Nagar, Opposite Heg Limited,Mandideep, Goharganj, Madhya Pradesh, 462046, India","20 km to city centre
16 km to Habibganj Railway Station",Bathtub,"Rs1,637",,,Bhopal,12/02/2021,17/02/2021
49,OYO 14593 Smart Rooms by Shree Vatika,"1, soma vihar, near kali mata mandir,chunabhatti, Bhopal, 462016, India","4.4 km to city centre
3.7 km to Habibganj Railway Station",Free parkingMeeting Facilities,"Rs3,838",,,Bhopal,12/02/2021,17/02/2021
50,OYO 14577 Vijay Palace,"E-2/144, Infront Of Habibganj Stn, Arera Clny, Bhopal, Madhya Pradesh, 462039, India","3.7 km to city centre
0.2 km to Habibganj Railway Station",Free parking,"Rs3,178",,,Bhopal,12/02/2021,17/02/2021
51,Hotel Western,"A-101-102,ORCHARD POINT,KOLAR RD, Near Amarnath colony,Mandakini, Bhopal, Haryana, 462042, India","5.9 km to city centre
4.9 km to Habibganj Railway Station",Free parkingRestaurant,"Rs5,938",,,Bhopal,12/02/2021,17/02/2021
52,OYO 28691 Hotel Golden Star,"Near Aura Mall, E-8, Trilanga Colony, Bhopal, Madhya Pradesh, 462016, India","5.5 km to city centre
3.4 km to Habibganj Railway Station",Bathtub,"Rs1,570",,,Bhopal,12/02/2021,17/02/2021
53,OYO 28691 Hotel Golden Star,"Near Aura Mall, E-8, Trilanga Colony, Bhopal, Madhya Pradesh, 462016, India","5.5 km to city centre
3.4 km to Habibganj Railway Station",Bathtub,"Rs1,570",,,Bhopal,12/02/2021,17/02/2021
54,OYO 28267 Convivial Paradise,"Opposite Vcare Child Hospital, Kolar Road Gehun Kheda, Bhopal, Madhya Pradesh, 462042, India","7.4 km to city centre
5.8 km to Habibganj Railway Station",Bathtub,"Rs1,608",,,Bhopal,12/02/2021,17/02/2021
55,OYO 27658 Hotel New Mohit Regency,"214,Behind Sargam Cinema, Infront Of Arya Bhawan,Mp Nagr Zon 2, Bhopal, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs4,288",,,Bhopal,12/02/2021,17/02/2021
56,Grand Ashirwad Beacon,"28 ISBT Commercial Campus, Chetak Bridge, Behind Katare Petrol, Bhopal, Madhya Pradesh, 462024, India","4.0 km to city centre
1.1 km to Habibganj Railway Station",Free parkingAirport transferRestaurant,"Rs5,450",,,Bhopal,12/02/2021,17/02/2021
57,OYO 24707 Comfort Inn,"118, Shri Ram Colony, Hoshangabad Rd, Bawadiakala, Bhopal, Madhya Pradesh, 462026, India","9.3 km to city centre
6.1 km to Habibganj Railway Station",Bathtub,"Rs3,574",,,Bhopal,12/02/2021,17/02/2021
58,OYO 12341 Madhuram Landmark,"D/13, Link Rd Number 3 Near Sai Mandir, Bhopal, Madhya Pradesh, 462003, India","2.9 km to city centre
4.8 km to Habibganj Railway Station",,"Rs3,827",,,Bhopal,12/02/2021,17/02/2021
59,OYO 1547 Hotel The Oasis,"42, Zone-II, M.P.Nagar, Bhopal, 462011, India","3.3 km to city centre
1.0 km to Habibganj Railway Station",Free parkingRestaurantKitchenBathtub,"Rs5,821",,,Bhopal,12/02/2021,18/02/2021
60,OYO 24646 Hotel Gaurav Palace,"15, Ram Gopal Maheshwari Marg, Mp Nagar Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh, 462011, India","2.8 km to city centre
1.4 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs5,326",,,Bhopal,12/02/2021,18/02/2021
61,Hotel Shree Vatika,"R-51 Zone 1, Near Chetak Bridge, Bhopal, 462011, India","3.1 km to city centre
1.4 km to Habibganj Railway Station",Free parking,"Rs8,136",,,Bhopal,12/02/2021,18/02/2021
62,Park Hotel,"Park hotel , Rang Mahal Tower,, rangmahal cinema TT Nagar, Bhopal, 462003, India","0.7 km to city centre
4.4 km to Habibganj Railway Station",Free parking,"Rs3,897",,,Bhopal,12/02/2021,18/02/2021
63,Hotel Tilak,"R 85 Obedulla Ganj Rd, Bhopal, MP, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parkingRestaurant,"Rs6,450",,,Bhopal,12/02/2021,18/02/2021
64,Hotel Tilak,"R 85 Obedulla Ganj Rd, Bhopal, MP, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parkingRestaurant,"Rs6,450",,,Bhopal,12/02/2021,18/02/2021
65,Hotel Brij Palace,"69 Main Road,, New Market,Malviya Nagar, Bhopal, 462003, India","0.4 km to city centre
3.9 km to Habibganj Railway Station",Free parking,"Rs4,197",,,Bhopal,12/02/2021,18/02/2021
66,Hotel Vigya Shree,"Hig 20 Shivaji Nagar, Behind Hotel Motel Shiraz, Bhopal, Madhya Pradesh, 462001, India","2.7 km to city centre
1.2 km to Habibganj Railway Station",Free parkingBathtub,"Rs7,200",,,Bhopal,12/02/2021,18/02/2021
67,Capital O 29355 Hotel Oasis Blue,"Near Chetak Bridge Mp Nagar, Bhopal, Madhya Pradesh, 462023, India","3.5 km to city centre
1.3 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs8,260","Very good 8.0
1 Hotels.com guest review",,Bhopal,12/02/2021,18/02/2021
68,Capital O 29355 Hotel Oasis Blue,"Near Chetak Bridge Mp Nagar, Bhopal, Madhya Pradesh, 462023, India","3.5 km to city centre
1.3 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs8,260","Very good 8.0
1 Hotels.com guest review",,Bhopal,12/02/2021,18/02/2021
69,OYO 8650 Hotel Johri Residency,"Malviya Nagar, New Market, Bhopal, 462001, India","0.4 km to city centre
4.1 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs7,299",,,Bhopal,12/02/2021,18/02/2021
70,Hotel Ganga Regency,"Plot NO. 2 Hamidia road, near Alpana Cineplex., Bhopal, 462001, India","3.1 km to city centre
5.9 km to Habibganj Railway Station",Free parking,"Rs5,400",,,Bhopal,12/02/2021,18/02/2021
71,Hotel GK Palace,"Plot No.44, Nr Zone-II, Maharana Pratap Nagar, Bhopal, Madhya Pradesh, 462011, India","3.0 km to city centre
1.1 km to Habibganj Railway Station",Free parkingRestaurant,"Rs7,217",,,Bhopal,12/02/2021,18/02/2021
72,OYO 5839 Hotel Mohit Regency,"Plot No.189-A Near Punjab & Sindh Bank, Zone-Ii M P Nagar, Bhopal, Madhya Pradesh, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parkingBathtub,"Rs5,555",,,Bhopal,12/02/2021,18/02/2021
73,Noor-Us-Sabah Palace,"VIP Road, Koh-E-Fiza, Bhopal, Madhya Pradesh, 462001, India","5.2 km to city centre
8.9 km to Habibganj Railway Station",PoolFree parkingSpaGymRestaurant,"Rs56,500","Superb 9.0
13 Hotels.com guest reviews",,Bhopal,12/02/2021,18/02/2021
74,Hotel Signetic Blue,"R68 Habibganj Rd, Bhopal, MP, 462011, India","3.5 km to city centre
0.6 km to Habibganj Railway Station",Free parkingAirport transferRestaurant,"Rs9,900",,,Bhopal,12/02/2021,18/02/2021
75,Hotel Shiv Villas,"NH-12, Hoshangabad Road, Mandideep, Raisen, Goharganj, MP, 462046, India","18 km to city centre
15 km to Habibganj Railway Station",Free parkingRestaurantBar,"Rs10,179",,,Bhopal,12/02/2021,18/02/2021
76,OYO 28267 Convivial Paradise,"Opposite Vcare Child Hospital, Kolar Road Gehun Kheda, Bhopal, Madhya Pradesh, 462042, India","7.4 km to city centre
5.8 km to Habibganj Railway Station",Bathtub,"Rs2,829",,,Bhopal,12/02/2021,18/02/2021
77,Hotel Park View,"E-4/185, Arera Colony, #10 bus stop, Bhopal, Madhya Pradesh, 462016, India","3.8 km to city centre
0.9 km to Habibganj Railway Station",Free parking,"Rs6,897",,,Bhopal,12/02/2021,18/02/2021
78,Hotel Sudarshan Palace,"155, zone2 ,M P. Nagar, Behind sargam talkies, Bhopal, 462016, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parking,"Rs9,789",,,Bhopal,12/02/2021,18/02/2021
79,Hotel Sudarshan Palace,"155, zone2 ,M P. Nagar, Behind sargam talkies, Bhopal, 462016, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parking,"Rs9,789",,,Bhopal,12/02/2021,18/02/2021
80,Hotel Alankar Palace,"241 Near Arya Bhawan Restaurant, Bhopal, MP, 462011, India","3.4 km to city centre
0.6 km to Habibganj Railway Station",Free parkingRestaurant,"Rs6,619","Very good 8.0
1 Hotels.com guest review",,Bhopal,12/02/2021,18/02/2021
81,Hotel Smart Room By Shree Vatika,"1, Soma Vihar Colony, behind Sun Villas, Chuna Bhatti, Bhopal, 462016, India","4.4 km to city centre
3.7 km to Habibganj Railway Station",Free parking,"Rs7,677",,,Bhopal,12/02/2021,18/02/2021
82,Sudarshan City Walk,"5th floor, city walk mall, Indore road, Lalghati, Bhopal, 462030, India","6.3 km to city centre
10 km to Habibganj Railway Station",Free parkingRestaurant,"Rs9,000",,,Bhopal,12/02/2021,18/02/2021
83,OYO 28691 Hotel Golden Star,"Near Aura Mall, E-8, Trilanga Colony, Bhopal, Madhya Pradesh, 462016, India","5.5 km to city centre
3.4 km to Habibganj Railway Station",Bathtub,"Rs2,354",,,Bhopal,12/02/2021,18/02/2021
84,Lals Plaza Hotel,"26 lalwani tower, Near Nadra bus stand, Bhopal, Madhya Pradesh, 462001, India","3.2 km to city centre
6.1 km to Habibganj Railway Station",Free parking,"Rs5,697",,,Bhopal,12/02/2021,18/02/2021
85,Hotel Pathik,"Adjoining sangam cineplex hamdia road, Main, Railway Station Rd, Bhopal, Madhya Pradesh, 462001, India","2.9 km to city centre
5.4 km to Habibganj Railway Station",Free parking,"Rs30,000",,,Bhopal,12/02/2021,18/02/2021
86,Hotel 18 Keys,"Plot No-20, ISBT Commercial Campus, Hoshangabad Road, Bhopal, Madhya Pradesh, 462023, India","4.0 km to city centre
1.1 km to Habibganj Railway Station",Free parkingRestaurant,"Rs9,387","Good 6.0
1 Hotels.com guest review",,Bhopal,12/02/2021,18/02/2021
87,Hotel Shree Vinayak Palace,"Plot No. 37, Zone-II, Bhopal, Madhya Pradesh, 462011, India","3.2 km to city centre
1.0 km to Habibganj Railway Station",Free parkingRestaurant,"Rs6,897",,,Bhopal,12/02/2021,18/02/2021
88,Rajhans Regency,"271 zone-2 Mp Nagar, Close to Sargam Cinema, Bhopal, Madhya Pradesh, 462011, India","3.3 km to city centre
0.7 km to Habibganj Railway Station",Free parking,"Rs9,000",,,Bhopal,12/02/2021,18/02/2021
89,Hotel Sangat Regency,"54 Near Manohar Dairy, Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh, 462011, India","3.0 km to city centre
1.5 km to Habibganj Railway Station",Free parking,"Rs6,597",,,Bhopal,12/02/2021,18/02/2021
90,Hotel Sangat Regency,"54 Near Manohar Dairy, Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh, 462011, India","3.0 km to city centre
1.5 km to Habibganj Railway Station",Free parking,"Rs6,597",,,Bhopal,12/02/2021,18/02/2021
91,Hotel Avantika By MMR,"28 IQBAL COLONY 80 FEET ROAD, ASHOKA GARDEN, Bhopal, Madhya pradesh, 462023, India","3.3 km to city centre
3.9 km to Habibganj Railway Station",Free parking,"Rs3,891",,,Bhopal,12/02/2021,18/02/2021
92,Hotel Nirmal Residency,"No.1, Airport Rd, Panchwati Colony, Lalghati, Bhopal, Madhya Pradesh, 462030, India","6.3 km to city centre
10 km to Habibganj Railway Station",Free parkingRestaurant,"Rs9,000",,,Bhopal,12/02/2021,18/02/2021
93,Hotel Arch Manor Deluxe,"156, Zone II, M.P. Nagar, Behind Sargam Cinema, Off Hoshangabad Rd, Bhopal, Madhya Pradesh, 462011, India","3.2 km to city centre
0.8 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs10,200","Good 7.0
2 Hotels.com guest reviews",,Bhopal,12/02/2021,18/02/2021
94,OYO 8183 Hotel Sandal Wood,"Hotel Sandal Wood,124 Banjari,Kolar Road, in front of Good Shepherd Colony, Bhopal, Madhya Pradesh, 462042, India","6.9 km to city centre
5.6 km to Habibganj Railway Station",Bathtub,"Rs5,561",,,Bhopal,12/02/2021,18/02/2021
95,Hotel Western,"A-101-102,ORCHARD POINT,KOLAR RD, Near Amarnath colony,Mandakini, Bhopal, Haryana, 462042, India","5.9 km to city centre
4.9 km to Habibganj Railway Station",Free parkingRestaurant,"Rs9,897",,,Bhopal,12/02/2021,18/02/2021
96,OYO 24707 Comfort Inn,"118, Shri Ram Colony, Hoshangabad Rd, Bawadiakala, Bhopal, Madhya Pradesh, 462026, India","9.3 km to city centre
6.1 km to Habibganj Railway Station",Bathtub,"Rs5,315",,,Bhopal,12/02/2021,18/02/2021
97,OYO 24172 Hotel Jp Heights,"18, Padmanabh Nagar, Opposite Prabhat Petrol Pump Main Road, Bhopal, Madhya Pradesh, 462023, India","3.1 km to city centre
3.4 km to Habibganj Railway Station",Bathtub,"Rs5,454",,,Bhopal,12/02/2021,18/02/2021
98,OYO 27658 Hotel New Mohit Regency,"214,Behind Sargam Cinema, Infront Of Arya Bhawan,Mp Nagr Zon 2, Bhopal, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parkingRestaurantBathtub,"Rs6,434",,,Bhopal,12/02/2021,18/02/2021
99,OYO 13376 Hotel Shri Vilas,"C-220 Opposite Shiv Mandir, Near Bansal Hospital, Sector C, Bhopal, Madhya Pradesh, 462016, India","4.6 km to city centre
3.4 km to Habibganj Railway Station",Free parking,"Rs5,302",,,Bhopal,12/02/2021,18/02/2021
100,OYO 14577 Vijay Palace,"E-2/144, Infront Of Habibganj Stn, Arera Clny, Bhopal, Madhya Pradesh, 462039, India","3.7 km to city centre
0.2 km to Habibganj Railway Station",Free parking,"Rs5,366",,,Bhopal,12/02/2021,18/02/2021
101,OYO 14577 Vijay Palace,"E-2/144, Infront Of Habibganj Stn, Arera Clny, Bhopal, Madhya Pradesh, 462039, India","3.7 km to city centre
0.2 km to Habibganj Railway Station",Free parking,"Rs5,366",,,Bhopal,12/02/2021,18/02/2021
102,Hotel Jaishree Palace,"191,BEHIND SARGAM TAKIES, ZONE II, M.P NAGAR, Bhopal, Madhya Pradesh, 462011, India","3.4 km to city centre
0.7 km to Habibganj Railway Station",Free parking,"Rs6,597",,,Bhopal,12/02/2021,18/02/2021
103,OYO 28247 Hotel SMR Palace,"1, Near Dps Public School, Neelbad, Bhadhbhada Road, Bhopal, Madhya Pradesh, 462044, India","7.1 km to city centre
9.5 km to Habibganj Railway Station",KitchenBathtub,"Rs28,316",,,Bhopal,12/02/2021,18/02/2021
104,Hotel Ganpati,"256 MAHARANA PRATAP NAGAR, NEAR SARGAM CINEMA BHOPAL, Bhopal, MP, 462011, India","3.3 km to city centre
0.6 km to Habibganj Railway Station",Free parking,"Rs7,761",,,Bhopal,12/02/2021,18/02/2021
